Q1,Q2,Q3,Q4_A3,Q4_A4,Q5,Q6,Q7_A4,Q7_A1,Q7_A2,Q7_A3,Q8,Q9,Q10_A6,Q10_A2,Q10_A1,Q10_A3,Q10_A5,Q10_A4,Q11_A1,Q11_A2,Q11_A5,Q11_A3,Q11_A4,Q12,Q13,Q14,Q15_A5,Q15_A2,Q15_A1,Q15_A3,Q15_A4,Q16_A1,Q16_A2,Q16_A3,Q16_A4,Q16_A5,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,政策接受度0-1变量
2,16,保密,浙江省,宁波市,3,1,0,1,1,0,2,3,0,1,1,0,0,0,0,0,0,0,0,4,1,1,0,1,0,0,0,1,0,0,0,0,4,3,3,2,1,2,1,2,1
2,27,保密,江西省,九江市,2,1,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,3,1,0,1,1,0,0,1,1,1,0,0,4,3,2,4,1,1,1,2,1
1,18,保密,北京市,北京市,3,1,0,1,1,0,2,3,1,0,0,1,0,0,0,1,1,0,0,3,5,1,0,0,0,0,0,1,0,0,0,0,3,3,3,2,1,4,2,1,0
1,21,保密,四川省,成都市,2,1,0,0,1,0,3,2,0,0,1,0,0,0,1,0,0,0,0,1,5,2,0,0,1,0,0,0,0,0,0,0,1,2,3,5,1,2,1,2,0
1,21,保密,天津市,天津市,3,3,0,0,0,0,3,3,0,1,1,0,0,0,1,1,0,0,0,3,1,4,0,1,1,0,0,0,0,0,0,1,4,3,3,2,2,1,1,2,1
2,22,保密,河南省,郑州市,9,2,1,1,1,0,2,2,0,0,0,0,0,0,1,1,1,0,0,1,3,1,0,1,1,0,0,0,0,0,0,1,4,2,3,4,2,5,2,2,1
1,19,保密,浙江省,金华市,2,1,0,1,1,0,2,1,1,1,0,0,0,0,0,1,0,0,0,3,3,1,0,1,0,0,0,1,0,1,0,0,4,3,1,5,1,1,1,2,1
2,18,保密,浙江省,杭州市,3,1,0,0,1,0,2,1,0,1,1,0,0,0,0,0,0,0,1,3,3,2,1,0,1,0,0,0,1,1,0,0,4,1,3,5,1,1,3,2,1
2,27,保密,贵州省,贵阳市,1,2,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,1,0,0,3,2,3,5,1,2,2,2,1
1,47,保密,江苏省,南京市,2,2,0,1,1,0,3,4,0,1,0,1,0,0,1,1,0,0,0,3,1,2,0,0,0,0,0,0,0,1,0,0,1,3,3,4,2,4,3,2,1
1,20,保密,天津市,天津市,3,1,0,1,1,0,3,2,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,4,2,3,1,1,1,2,2,1
2,21,保密,天津市,天津市,4,1,1,0,1,0,3,2,1,1,1,0,0,0,0,1,0,0,0,1,1,2,0,0,1,0,0,1,0,1,0,0,1,2,3,2,1,2,2,2,1
1,22,保密,浙江省,杭州市,3,1,1,1,1,0,3,4,0,1,0,1,0,0,0,0,0,0,1,4,1,2,1,1,0,0,0,1,0,0,0,0,4,3,3,5,1,1,2,3,1
1,20,保密,浙江省,温州市,2,2,0,1,0,0,2,1,0,0,1,0,0,0,0,1,1,0,0,3,1,2,0,0,0,0,1,0,0,0,0,0,4,3,3,5,1,1,4,2,1
1,24,保密,江西省,上饶市,3,2,0,1,0,1,2,1,0,0,0,0,0,1,0,1,0,0,0,1,1,2,1,0,1,0,0,0,1,1,0,0,4,2,3,5,1,4,2,2,1
2,19,保密,上海市,上海市,1,1,0,1,0,0,2,2,0,0,1,1,0,0,0,1,0,0,0,1,3,2,1,1,0,0,0,1,0,1,0,0,4,3,3,5,2,2,2,1,1
2,19,保密,山东省,日照市,8,1,1,1,0,0,2,2,1,1,1,0,0,0,0,1,1,0,0,2,2,4,1,0,1,0,0,1,0,1,0,0,4,1,3,2,2,1,2,3,0
1,20,保密,湖北省,武汉市,4,2,0,1,1,0,3,2,0,0,1,1,0,0,0,0,0,0,0,1,5,4,0,1,1,0,0,0,1,1,0,0,3,2,2,2,1,1,2,2,0
2,19,保密,上海市,上海市,3,2,0,1,1,0,3,3,0,0,0,0,0,0,0,1,0,0,0,4,1,3,1,1,1,0,0,1,1,0,0,0,3,5,3,5,1,1,1,2,1
2,18,保密,湖北省,武汉市,2,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,4,5,4,0,0,0,0,1,1,0,0,0,0,1,2,1,2,1,1,2,2,0
2,20,保密,广东省,广州市,2,1,0,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,2,3,2,1,1,2,2,1
2,22,保密,湖北省,孝感市,3,1,0,1,0,0,2,2,1,0,1,0,0,0,0,0,1,0,0,1,5,1,1,1,0,0,0,0,0,0,0,0,4,5,3,4,1,1,2,2,0
1,18,保密,广东省,广州市,2,1,1,0,1,0,2,1,0,0,0,0,0,0,0,1,1,0,0,4,1,4,0,0,1,0,0,1,0,0,0,0,5,3,3,2,1,1,2,2,1
2,19,保密,河南省,郑州市,3,1,1,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,1,1,3,3,4,1,1,2,1,1
2,22,保密,江苏省,南京市,3,1,0,1,1,0,2,2,0,0,0,0,0,1,0,0,0,0,1,1,1,2,1,1,1,0,0,1,1,1,0,0,4,5,3,4,1,1,2,2,1
1,20,保密,辽宁省,大连市,2,2,0,1,1,0,4,2,0,0,0,0,0,1,0,0,0,0,0,3,3,4,0,1,1,0,0,0,0,0,0,0,1,2,3,5,1,1,2,3,1
2,13,保密,河南省,郑州市,4,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,1,4,0,0,0,0,1,1,1,1,0,0,5,3,1,4,1,1,2,2,1
1,21,保密,湖北省,宜昌市,3,1,0,1,0,1,2,3,0,0,1,0,0,0,0,1,1,0,0,4,1,1,0,1,1,0,0,0,1,1,0,0,4,3,3,2,2,1,2,2,1
2,19,保密,辽宁省,沈阳市,2,1,1,1,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,1,0,0,0,0,4,2,3,5,1,2,1,1,1
2,22,保密,浙江省,宁波市,2,2,0,0,1,0,2,2,1,1,1,0,0,0,0,0,0,0,1,4,1,2,1,0,0,0,0,1,0,1,0,0,4,2,1,5,1,1,3,1,1
2,21,保密,四川省,成都市,3,1,0,1,0,1,3,2,0,0,0,0,0,0,1,0,1,0,0,4,3,1,0,1,0,0,0,1,0,0,0,0,3,3,3,2,1,1,1,3,1
1,22,保密,山东省,青岛市,9,2,0,0,1,0,2,2,1,1,1,0,0,0,0,1,1,0,0,4,1,1,0,0,0,0,0,0,0,1,0,0,4,5,3,5,1,1,1,2,1
2,20,保密,山东省,青岛市,4,1,1,1,1,0,3,2,1,0,1,0,0,0,0,1,0,0,0,4,3,1,0,1,1,0,0,0,0,0,0,0,1,3,3,1,2,1,1,2,1
2,22,保密,天津市,天津市,9,1,0,1,1,0,3,2,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,3,3,3,1,2,2,1,3,1
1,22,保密,贵州省,贵阳市,2,1,0,1,1,0,2,1,0,0,1,0,0,0,0,0,1,0,0,1,3,4,0,1,0,0,0,0,0,0,0,0,1,3,3,2,1,1,2,2,1
1,21,保密,上海市,上海市,4,1,0,1,1,0,3,1,1,1,1,1,0,0,0,0,0,0,1,3,2,1,0,1,0,0,0,0,0,0,0,0,3,5,3,5,2,1,1,3,1
1,20,保密,安徽省,池州市,2,2,0,1,1,0,3,1,0,0,0,0,0,1,1,0,0,0,0,1,3,1,1,0,0,0,0,1,0,1,0,0,1,4,3,2,1,2,1,2,0
2,19,保密,广东省,广州市,2,1,0,1,0,1,3,2,0,0,0,0,0,1,0,0,0,0,1,3,1,1,0,0,0,0,0,0,1,1,0,0,4,1,2,2,1,2,2,3,1
2,22,保密,湖北省,武汉市,2,2,0,1,1,0,3,3,0,1,0,0,0,0,0,0,0,0,0,1,2,2,1,1,0,0,0,1,0,0,0,0,5,2,3,5,1,2,2,2,1
2,18,保密,北京市,北京市,3,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,5,1,0,0,1,0,0,1,0,1,0,0,1,2,3,2,2,4,1,3,0
2,22,保密,四川省,成都市,3,2,0,1,0,0,3,1,0,1,1,0,0,0,1,0,1,0,0,3,5,1,0,0,0,0,0,0,0,1,0,0,1,1,3,5,1,1,1,1,0
1,21,保密,北京市,北京市,4,1,0,0,0,0,3,3,0,0,1,0,0,0,0,0,1,0,0,4,3,2,1,1,1,0,0,0,0,0,0,0,4,3,2,2,1,2,2,3,1
2,21,保密,浙江省,宁波市,4,4,0,1,1,1,2,1,0,0,1,0,0,0,1,1,0,0,0,4,3,2,1,1,1,0,0,0,1,1,0,0,4,3,3,1,1,2,1,3,1
2,20,保密,辽宁省,沈阳市,3,1,0,0,0,0,2,1,0,0,1,0,0,0,0,1,1,0,0,4,3,2,0,0,0,0,1,0,0,0,0,1,1,3,3,4,1,1,2,2,1
1,21,保密,山东省,青岛市,1,1,0,1,0,0,3,2,0,0,0,0,0,1,0,0,1,0,0,1,5,1,1,0,1,0,0,0,0,0,0,0,1,5,1,4,1,2,1,2,0
2,21,保密,天津市,天津市,2,2,0,1,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,1,1,0,0,0,0,0,0,1,1,3,3,4,1,1,2,3,1
1,22,保密,江苏省,南京市,2,1,0,0,1,0,3,1,0,0,0,0,0,1,0,0,1,0,0,3,3,2,0,0,0,0,1,1,0,1,0,0,1,3,1,4,1,1,2,3,1
1,20,保密,江苏省,苏州市,3,1,0,1,1,0,3,1,0,0,0,0,0,0,1,0,1,0,0,1,5,4,0,0,0,0,0,0,0,0,0,0,3,3,1,5,1,2,2,2,0
1,19,保密,山西省,太原市,2,2,0,0,1,0,3,1,0,0,0,1,0,0,1,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,4,3,3,2,1,1,2,3,1
2,22,保密,浙江省,杭州市,8,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,4,1,1,0,1,0,0,0,1,0,0,0,0,5,5,3,5,2,5,1,3,1
1,22,保密,湖南省,长沙市,4,2,0,1,1,0,2,2,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,4,2,3,4,1,1,4,3,1
2,20,保密,上海市,上海市,4,1,1,0,0,0,3,1,0,0,0,0,0,1,1,0,1,0,0,1,5,4,0,0,0,0,1,0,0,0,0,0,4,5,3,1,2,2,2,2,0
2,21,保密,湖北省,随州市,9,2,0,1,1,0,1,2,0,0,0,0,0,1,0,0,0,0,1,1,2,2,0,1,0,0,0,1,1,0,0,0,5,2,3,4,1,5,4,3,0
1,21,保密,四川省,成都市,2,2,0,1,1,0,3,3,0,0,1,0,0,0,0,0,1,0,0,4,1,1,0,0,0,0,1,0,0,1,0,0,4,3,1,5,2,1,2,2,1
2,21,保密,广东省,广州市,3,2,0,1,0,0,2,3,0,0,0,1,0,0,1,1,0,0,0,1,5,2,0,0,0,0,1,0,0,0,0,0,4,3,3,2,1,1,1,2,1
1,25,保密,上海市,上海市,2,3,0,1,1,0,2,3,1,0,1,1,0,0,0,0,1,0,0,4,5,2,0,1,1,0,0,0,0,0,0,0,5,3,1,2,1,1,4,2,1
2,18,保密,上海市,上海市,4,4,0,1,1,1,2,4,1,0,1,1,0,0,0,0,1,0,0,1,2,1,1,1,0,0,0,0,1,1,0,0,4,1,3,1,1,1,1,2,0
2,19,保密,广东省,广州市,3,2,0,1,1,0,2,2,0,1,0,0,0,0,0,0,0,0,1,3,3,2,1,0,1,0,0,0,0,0,0,0,4,1,3,5,1,1,3,2,1
1,20,保密,山西省,太原市,2,2,0,0,1,0,2,1,0,0,1,0,0,0,1,1,0,0,0,1,5,1,0,0,0,0,0,0,0,1,0,0,1,2,3,5,1,2,1,2,0
1,19,保密,北京市,北京市,3,1,1,1,1,1,3,2,1,0,1,0,0,0,0,0,1,0,0,1,1,2,1,1,1,0,0,0,1,1,0,0,3,3,2,5,2,1,3,2,1
2,22,保密,浙江省,宁波市,3,1,0,1,1,0,2,2,0,0,0,0,0,1,0,0,0,0,1,4,1,2,0,0,0,0,0,1,0,1,0,0,4,5,1,4,1,1,2,2,1
2,23,保密,上海市,上海市,3,2,0,0,1,0,2,2,1,1,0,1,0,0,0,0,0,0,0,4,2,2,0,1,1,0,0,0,0,1,0,0,4,3,3,4,1,1,2,3,1
2,21,保密,湖北省,孝感市,2,1,0,1,1,0,3,1,1,1,1,0,0,0,1,1,0,0,0,4,1,2,0,1,0,0,0,0,0,1,0,0,3,1,3,5,1,5,2,3,0
2,19,保密,四川省,成都市,2,3,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,1,3,5,1,0,0,1,0,0,0,0,1,0,0,4,1,3,4,1,1,2,2,0
1,18,保密,辽宁省,大连市,2,1,0,0,1,0,3,3,0,1,1,0,0,0,0,1,1,0,0,3,1,2,0,1,0,0,0,1,0,0,0,0,4,2,3,2,1,1,2,2,1
1,24,保密,江苏省,南京市,1,1,1,1,1,0,3,1,1,1,1,0,0,0,1,1,0,0,0,4,1,2,0,0,0,0,0,1,0,0,0,0,4,3,3,5,1,1,2,3,1
2,21,保密,辽宁省,沈阳市,1,1,0,0,0,0,2,3,0,1,0,0,0,0,0,1,0,0,0,3,5,1,0,0,0,0,0,1,0,0,0,0,1,3,3,4,1,2,1,1,0
2,25,保密,河南省,郑州市,2,2,0,1,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,4,5,3,0,1,1,0,0,0,0,1,0,0,4,3,1,4,1,2,1,2,0
2,22,保密,河南省,郑州市,2,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,4,1,2,0,0,1,0,0,0,1,1,0,0,4,5,1,5,1,3,2,2,1
1,21,保密,福建省,厦门市,3,2,0,1,1,1,2,1,1,1,1,1,0,0,0,1,0,0,0,1,1,2,1,0,1,0,0,1,0,0,0,0,1,5,2,2,1,1,1,3,1
1,22,保密,上海市,上海市,3,1,0,1,1,0,3,2,1,1,1,0,0,0,0,1,1,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0,3,3,2,2,1,2,1,3,1
2,20,保密,浙江省,宁波市,3,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,1,5,1,1,0,0,0,0,0,0,0,0,0,3,3,1,2,2,1,4,2,1
1,18,保密,重庆市,重庆市,4,2,1,1,1,0,3,3,1,0,0,1,0,0,1,1,1,0,0,1,3,4,0,0,0,0,0,1,0,1,0,0,5,3,1,1,2,1,1,2,1
1,17,保密,重庆市,重庆市,3,1,0,1,1,0,2,2,1,0,1,0,0,0,0,0,0,0,1,4,2,4,1,1,0,0,0,0,0,0,0,0,3,3,3,1,1,1,1,1,1
2,58,保密,湖北省,武汉市,4,1,0,1,0,0,2,2,0,0,1,0,0,0,1,1,0,0,0,3,1,2,0,0,0,0,1,1,1,1,0,0,5,2,3,1,2,2,1,3,1
2,19,保密,河北省,唐山市,1,2,1,1,0,0,3,2,1,1,1,0,0,0,0,0,0,0,1,4,2,2,1,0,0,0,0,0,0,0,0,0,3,3,1,2,2,1,4,3,1
1,22,保密,辽宁省,沈阳市,2,1,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,1,0,0,0,1,1,3,2,1,2,1,2,1
1,19,保密,河南省,郑州市,3,2,1,1,1,0,3,1,0,0,1,1,0,0,0,0,0,0,0,1,5,1,0,0,0,0,1,0,1,0,0,0,3,2,3,5,1,1,1,2,0
2,21,保密,湖南省,长沙市,4,1,0,1,0,0,3,2,0,0,0,0,0,1,0,0,0,0,1,3,2,1,0,0,0,0,1,1,0,1,0,0,4,2,3,2,2,1,2,3,1
2,19,保密,上海市,上海市,3,1,0,1,0,0,2,3,1,0,0,0,0,0,0,1,0,0,0,2,1,4,0,0,1,0,0,0,0,1,0,0,4,3,2,2,2,2,1,2,1
2,22,保密,湖南省,长沙市,2,2,0,0,1,0,2,1,0,0,1,0,0,0,0,1,0,0,0,4,4,1,0,1,1,0,0,0,0,0,0,0,4,3,3,1,2,1,2,3,0
1,18,保密,山东省,青岛市,2,2,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,1,0,0,0,0,1,1,2,3,5,1,2,1,3,1
2,18,保密,湖北省,武汉市,3,1,1,1,0,0,2,2,0,0,0,0,0,1,0,1,0,0,0,4,1,2,0,1,1,0,0,1,1,0,0,0,1,3,1,5,1,1,1,3,1
2,19,保密,湖南省,长沙市,2,2,0,0,0,0,3,2,0,0,0,0,0,1,1,1,1,0,0,3,1,3,0,0,0,0,1,1,1,1,0,0,4,5,1,2,2,1,2,2,1
1,21,保密,陕西省,榆林市,2,1,0,1,0,0,3,2,0,1,0,0,0,0,0,0,1,0,0,2,5,4,0,0,0,0,1,0,0,0,0,1,4,3,3,5,1,2,1,2,0
1,20,保密,江苏省,南京市,2,1,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,5,4,0,0,1,0,0,0,0,0,0,0,3,3,1,2,1,2,2,2,0
1,19,保密,陕西省,汉中市,3,1,0,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,4,1,3,2,1,1,1,1,1
1,21,保密,湖北省,武汉市,2,1,0,1,1,0,2,3,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,3,5,1,2,1,2,1
2,44,保密,浙江省,宁波市,2,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,3,4,0,1,0,0,0,0,1,1,0,0,1,5,3,4,1,1,1,3,1
1,21,保密,四川省,成都市,2,2,0,1,0,0,3,2,0,1,1,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,1,0,1,0,0,3,2,1,5,1,1,1,2,1
1,19,保密,浙江省,温州市,3,1,0,0,1,0,3,2,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,4,5,3,4,1,4,3,3,0
1,19,保密,北京市,北京市,1,5,0,1,0,0,3,1,0,1,1,1,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,1,1,1,0,0,1,1,3,5,2,4,1,3,0
2,22,保密,江苏省,苏州市,3,1,0,1,0,0,2,2,0,1,1,1,0,0,0,1,0,0,0,2,5,1,0,1,1,0,0,1,0,1,0,0,1,3,1,5,1,2,2,3,0
1,20,保密,陕西省,榆林市,2,2,0,0,1,0,3,3,0,0,1,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1,1,0,1,0,0,4,5,3,4,1,1,2,2,1
2,20,保密,河北省,承德市,4,1,0,1,1,0,2,4,0,1,0,0,0,0,0,0,0,0,1,4,3,2,0,1,0,0,0,1,0,0,0,0,4,5,3,2,1,1,2,3,1
1,19,保密,湖北省,宜昌市,8,5,0,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,1,1,1,2,0,1,1,0,0,0,1,0,0,0,1,5,3,1,2,1,1,3,1
1,15,保密,辽宁省,沈阳市,1,2,0,1,1,0,3,2,0,0,0,0,0,1,0,0,1,0,0,3,5,1,1,0,0,0,0,1,0,0,0,0,1,5,1,2,1,1,2,2,0
1,20,保密,江苏省,南京市,3,1,0,1,0,0,3,1,0,1,1,0,0,0,0,0,0,0,1,1,5,4,0,0,0,0,1,0,0,0,0,0,4,1,3,4,1,5,1,3,0
1,21,保密,福建省,厦门市,3,2,0,1,1,0,2,2,0,0,1,1,0,0,1,1,1,0,0,4,1,4,0,1,1,0,0,0,0,1,0,0,4,3,1,2,1,4,4,2,1
2,26,保密,辽宁省,沈阳市,3,2,0,1,0,0,2,2,0,0,0,0,0,1,0,0,0,0,1,3,1,4,1,0,0,0,0,0,0,1,0,0,3,2,3,5,1,1,1,3,1
2,19,保密,湖北省,随州市,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,5,3,2,1,1,1,4,1,1
2,18,保密,湖北省,孝感市,4,2,0,1,0,0,3,2,0,0,1,0,0,0,1,1,0,0,0,4,1,1,1,0,0,0,0,0,1,1,0,0,5,3,3,2,1,1,1,2,1
1,20,保密,陕西省,汉中市,4,1,0,1,1,0,1,3,0,1,0,0,0,0,1,0,0,0,0,1,1,2,0,0,1,0,0,1,0,1,0,0,5,5,3,5,2,2,1,2,1
2,19,保密,湖南省,长沙市,2,1,0,1,0,0,4,1,0,1,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,0,1,0,1,1,0,0,3,3,3,5,1,1,2,3,1
1,20,保密,浙江省,温州市,3,1,0,1,1,0,3,4,1,0,1,1,0,0,0,1,0,0,0,1,5,2,0,1,1,0,0,0,0,0,0,0,4,3,3,2,1,1,2,2,1
1,19,保密,浙江省,宁波市,2,4,0,1,1,0,3,3,0,0,0,1,0,0,0,0,0,0,1,1,1,2,0,1,0,0,0,0,0,1,0,0,1,5,3,2,1,1,1,2,1
1,20,保密,江苏省,苏州市,2,2,0,0,1,0,3,1,0,1,1,0,0,0,0,0,0,0,1,3,3,2,1,0,0,0,0,1,1,1,0,0,4,2,3,5,1,1,2,3,1
1,27,保密,浙江省,杭州市,3,1,0,0,1,0,3,1,0,1,1,0,0,0,0,0,0,0,1,4,5,4,1,1,0,0,0,0,1,0,0,0,3,3,1,2,2,1,2,2,1
1,20,保密,浙江省,温州市,2,2,0,1,1,0,2,1,0,0,0,0,0,1,0,0,1,0,0,4,1,4,0,1,0,0,0,0,0,0,0,0,4,2,3,4,1,2,4,2,1
1,19,保密,河南省,开封市,3,2,0,1,0,0,2,2,1,1,0,0,0,0,1,0,0,0,0,3,2,4,0,0,0,0,1,0,0,1,0,0,4,5,3,5,1,1,3,1,1
2,19,保密,浙江省,金华市,2,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,4,1,1,0,0,0,0,0,1,0,0,4,5,3,5,1,1,3,3,1
2,18,保密,浙江省,杭州市,3,2,0,0,1,0,1,2,0,1,1,0,0,0,1,1,0,0,0,4,1,2,1,1,0,0,0,0,0,0,0,1,1,2,3,5,1,1,2,2,1
2,25,保密,江苏省,苏州市,2,1,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,1,0,0,0,0,1,0,0,4,3,1,2,1,1,2,2,1
1,15,保密,浙江省,杭州市,3,2,0,1,1,1,3,2,0,0,1,1,0,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,4,3,3,2,1,1,2,1,1
2,18,保密,四川省,成都市,3,2,0,1,0,0,1,2,0,1,1,0,0,0,0,1,0,0,0,2,1,2,1,0,0,0,0,0,1,1,0,0,3,3,1,5,2,1,1,1,1
1,21,保密,江苏省,苏州市,3,1,0,1,1,0,3,2,0,0,0,0,0,1,1,1,1,0,0,3,3,2,0,0,0,0,0,1,0,1,0,0,4,5,3,5,2,2,2,2,1
1,19,保密,重庆市,重庆市,3,1,1,1,1,0,2,3,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,5,3,2,1,2,1,3,1
1,21,保密,河北省,唐山市,3,1,0,1,0,0,3,2,1,1,1,0,0,0,0,0,1,0,0,4,5,4,0,0,0,0,0,0,0,0,0,0,4,3,3,4,2,2,2,2,0
1,40,保密,河南省,郑州市,3,1,0,1,1,0,2,1,1,1,1,0,0,0,0,0,0,0,1,4,1,4,0,0,1,0,0,0,0,0,0,0,4,5,1,4,2,1,2,3,1
1,21,保密,河北省,唐山市,2,1,0,1,0,0,2,1,0,1,0,1,0,0,0,0,1,0,0,1,1,3,1,0,1,0,0,0,0,0,0,1,4,3,3,5,1,4,2,2,1
2,20,保密,浙江省,宁波市,3,1,0,1,0,0,3,1,0,1,1,0,0,0,1,1,0,0,0,4,1,3,0,1,0,0,0,0,1,1,0,0,5,3,3,4,1,2,1,2,1
1,22,保密,上海市,上海市,4,1,0,1,1,0,3,1,0,0,0,0,0,1,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,1,4,5,3,4,2,5,2,2,0
2,21,保密,江苏省,南京市,3,1,0,0,1,1,4,1,1,0,0,0,0,0,0,0,0,0,1,4,1,2,0,0,0,0,0,0,0,0,0,1,3,5,3,2,1,1,2,3,1
1,20,保密,北京市,北京市,2,2,0,0,1,1,2,2,0,0,1,0,0,0,0,1,1,0,0,4,1,1,0,1,0,0,0,0,0,0,0,0,3,1,3,2,2,1,1,3,1
1,21,保密,湖北省,孝感市,2,1,0,0,0,0,3,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,3,5,3,4,2,2,2,2,0
2,19,保密,湖南省,长沙市,2,1,0,1,1,0,2,4,0,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,0,0,0,1,0,1,0,0,1,3,3,5,1,1,2,3,1
1,27,保密,北京市,北京市,9,2,1,1,1,1,3,3,0,0,0,1,0,0,0,0,0,0,1,4,1,2,1,1,0,0,0,0,1,1,0,0,1,3,1,4,1,1,2,2,1
1,19,保密,广东省,广州市,1,1,0,1,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,2,5,2,0,0,0,0,1,0,1,0,0,0,3,3,3,4,1,1,1,2,1
1,14,保密,山东省,青岛市,5,1,0,0,1,1,2,2,0,1,0,1,0,0,0,0,0,0,1,1,3,4,0,1,0,0,0,0,0,1,0,0,1,1,3,2,2,1,2,2,1
1,18,保密,山东省,青岛市,8,1,0,0,1,0,3,2,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,3,2,3,1,2,1,1,3,1
2,20,保密,浙江省,杭州市,2,1,1,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,3,3,1,0,1,0,0,0,0,0,0,0,1,1,3,3,2,1,1,1,2,1
2,18,保密,江苏省,苏州市,3,1,0,0,0,0,2,3,1,0,0,0,0,0,1,0,1,0,0,1,1,4,0,1,0,0,0,1,0,0,0,0,5,5,3,4,1,1,2,2,1
1,18,保密,四川省,成都市,2,2,1,1,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,3,3,4,0,1,1,0,0,1,1,0,0,0,4,3,3,2,2,1,1,3,1
1,22,保密,河南省,开封市,1,1,0,1,0,0,2,3,0,0,0,0,0,1,0,1,1,0,0,3,3,2,1,1,0,0,0,1,0,0,0,0,1,3,1,4,1,2,1,2,1
1,21,保密,江苏省,苏州市,3,2,0,1,1,0,2,1,0,0,1,0,0,0,1,1,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0,1,3,3,3,4,2,1,2,3,1
2,38,保密,辽宁省,沈阳市,2,1,0,1,1,0,3,3,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,3,4,3,2,1,3,1,3,0
1,23,保密,湖北省,武汉市,3,1,0,0,1,1,2,1,1,0,1,0,0,0,0,0,1,0,0,4,1,1,0,0,0,0,1,1,0,0,0,0,3,3,3,5,1,2,2,2,1
2,21,保密,重庆市,重庆市,1,2,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,4,5,4,0,1,0,0,0,0,1,0,0,0,1,5,3,5,1,1,1,3,0
2,20,保密,上海市,上海市,4,1,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,1,3,1,2,0,1,0,0,0,0,1,1,0,0,4,1,3,1,1,1,2,3,1
